id,user_id,archive_url,general_comment,language,project_id,project_name,grader_name
508858,63202,https://udacity-reviews-uploads.s3.amazonaws.com/_submissions/zipfile/508858/VR.zip,,en-us,258,The Protagonist's Journey,Vlad
